Entry	WormBase	Gene Names	Organism
Q9XUN0	T26H8.2;	srx-48 CELE_T26H8.2 T26H8.2	Caenorhabditis elegans
Q9XUN3	T20B3.5;	srh-216 CELE_T20B3.5 T20B3.5	Caenorhabditis elegans
Q9XUN4	T20B3.4;	srh-214 CELE_T20B3.4 T20B3.4	Caenorhabditis elegans
Q9XUN5	T20B3.3;	srh-215 CELE_T20B3.3 T20B3.3	Caenorhabditis elegans
Q9XUN6	T20B3.12;	clec-26 CELE_T20B3.12 T20B3.12	Caenorhabditis elegans
Q9XUN8	T20B3.1a;	CELE_T20B3.1 T20B3.1	Caenorhabditis elegans
Q9XUP0	T20B3.7;	phy-3 CELE_T20B3.7 T20B3.7	Caenorhabditis elegans
Q9XUP2	T16G1.6;	CELE_T16G1.6 T16G1.6	Caenorhabditis elegans
Q9XUP5	T16G1.8;	grl-2 CELE_T16G1.8 T16G1.8	Caenorhabditis elegans
Q9XUP6	T16G1.3;	CELE_T16G1.3 T16G1.3	Caenorhabditis elegans
Q9XUP7	T16G1.4;	CELE_T16G1.4 T16G1.4	Caenorhabditis elegans
Q9XUP8	T16G1.5;	CELE_T16G1.5 T16G1.5	Caenorhabditis elegans
Q9XUP9	T16G1.2a;	CELE_T16G1.2 T16G1.2	Caenorhabditis elegans
Q9XUQ0	T16G1.1;	pqn-67 CELE_T16G1.1 T16G1.1	Caenorhabditis elegans
Q9XUQ1	T08G5.2;	CELE_T08G5.2 T08G5.2	Caenorhabditis elegans
Q9XUQ6	T08G5.3a;	CELE_T08G5.3 T08G5.3	Caenorhabditis elegans
Q9XUQ7	T08G5.1;	CELE_T08G5.1 T08G5.1	Caenorhabditis elegans
Q9XUR3	T05F1.9;	CELE_T05F1.9 T05F1.9	Caenorhabditis elegans
Q9XUR4	T05F1.2;	CELE_T05F1.2 T05F1.2	Caenorhabditis elegans
Q9XUR5	T05E12.4;	srw-20 CELE_T05E12.4 T05E12.4	Caenorhabditis elegans
Q9XUR6	T05E12.3;	CELE_T05E12.3 T05E12.3	Caenorhabditis elegans
Q9XUR7	R10E8.3;	CELE_R10E8.3 R10E8.3	Caenorhabditis elegans
Q9XUR8	R10E8.5;	CELE_R10E8.5 R10E8.5	Caenorhabditis elegans
Q9XUS0	M02G9.3;	idpp-8 CELE_M02G9.3 M02G9.3	Caenorhabditis elegans
Q9XUS1	M01G12.5;	CELE_M01G12.5 M01G12.5	Caenorhabditis elegans
Q9XUT4	K08C9.4;	col-65 CELE_K08C9.4 K08C9.4	Caenorhabditis elegans
Q9XUT5	K08C9.1;	CELE_K08C9.1 K08C9.1	Caenorhabditis elegans
Q9XUT6	K08C9.2;	CELE_K08C9.2 K08C9.2	Caenorhabditis elegans
Q9XUT7	K08C9.5;	CELE_K08C9.5 K08C9.5	Caenorhabditis elegans
Q9XUT9	K06G5.1;	CELE_K06G5.1 K06G5.1	Caenorhabditis elegans
Q9XUU1	K05C4.3;	CELE_K05C4.3 K05C4.3	Caenorhabditis elegans
Q9XUU4	K05C4.4;	CELE_K05C4.4 K05C4.4	Caenorhabditis elegans
Q9XUU5	K05C4.7;	CELE_K05C4.7 K05C4.7	Caenorhabditis elegans
Q9XUU6	K05C4.8;	CELE_K05C4.8 K05C4.8	Caenorhabditis elegans
Q9XUU7	K05C4.10;	CELE_K05C4.10 K05C4.10	Caenorhabditis elegans
Q9XUU8	K05C4.5;	CELE_K05C4.5 K05C4.5	Caenorhabditis elegans
Q9XUV1	K03D7.11;	srw-32 CELE_K03D7.11 K03D7.11	Caenorhabditis elegans
Q9XUV2	K02E2.2;	grd-11 CELE_K02E2.2 K02E2.2	Caenorhabditis elegans
Q9XUV4	K02E2.1;	CELE_K02E2.1 K02E2.1	Caenorhabditis elegans
Q9XUV6	F59D12.3;	CELE_F59D12.3 F59D12.3	Caenorhabditis elegans
Q9XUV9	F59A1.6;	CELE_F59A1.6 F59A1.6	Caenorhabditis elegans
Q9XUW2	F59A1.7;	fbxa-108 CELE_F59A1.7 F59A1.7	Caenorhabditis elegans
Q9XUW3	F59A1.11a;	CELE_F59A1.11 F59A1.11	Caenorhabditis elegans
Q9XUW4	F59A1.12;	CELE_F59A1.12 F59A1.12	Caenorhabditis elegans
Q9XUW6	F58E10.1a;	ric-7 CELE_F58E10.1 F58E10.1	Caenorhabditis elegans
Q9XUW9	F58E10.7;	droe-4 CELE_F58E10.7 F58E10.7	Caenorhabditis elegans
Q9XUX2	F57G4.8;	fbxa-192 CELE_F57G4.8 F57G4.8	Caenorhabditis elegans
Q9XUX6	F57G4.1;	CELE_F57G4.1 F57G4.1	Caenorhabditis elegans
Q9XUY0	F56G4.6;	CELE_F56G4.6 F56G4.6	Caenorhabditis elegans
Q9XUY1	F56G4.4;	wbp-4 CELE_F56G4.4 F56G4.4	Caenorhabditis elegans
Q9XUY6	F55C9.11;	CELE_F55C9.11 F55C9.11	Caenorhabditis elegans
Q9XUY7	F55C9.7;	fbxb-60 CELE_F55C9.7 F55C9.7	Caenorhabditis elegans
Q9XUY8	F55C9.6;	CELE_F55C9.6 F55C9.6	Caenorhabditis elegans
Q9XUY9	F55C9.3;	CELE_F55C9.3 F55C9.3	Caenorhabditis elegans
Q9XUZ0	F55C9.5;	CELE_F55C9.5 F55C9.5	Caenorhabditis elegans
Q9XUZ1	F55C9.8;	fbxb-62 CELE_F55C9.8 F55C9.8	Caenorhabditis elegans
Q9XUZ3	F55C9.10;	fbxb-61 CELE_F55C9.10 F55C9.10	Caenorhabditis elegans
Q9XUZ4	F55C9.4;	fbxb-57 CELE_F55C9.4 F55C9.4	Caenorhabditis elegans
Q9XUZ6	F55C9.1;	fbxb-117 CELE_F55C9.1 F55C9.1	Caenorhabditis elegans
Q9XUZ7	F49H6.3;	clc-13 CELE_F49H6.3 F49H6.3	Caenorhabditis elegans
Q9XUZ8	F49H6.1;	clec-240 CELE_F49H6.1 F49H6.1	Caenorhabditis elegans
Q9XUZ9	F49H6.12;	CELE_F49H6.12 F49H6.12	Caenorhabditis elegans
Q9XV00	F49H6.11;	srz-94 CELE_F49H6.11 F49H6.11	Caenorhabditis elegans
Q9XV05	F49H6.4;	srh-97 CELE_F49H6.4 F49H6.4	Caenorhabditis elegans
Q9XV06	F49H6.2;	clec-241 CELE_F49H6.2 F49H6.2	Caenorhabditis elegans
Q9XV07	F49H6.8;	CELE_F49H6.8 F49H6.8	Caenorhabditis elegans
Q9XV08	F48F5.4a;	srd-70 CELE_F48F5.4 F48F5.4	Caenorhabditis elegans
Q9XV11	F48F5.6d;	CELE_F48F5.6 F48F5.6	Caenorhabditis elegans
Q9XV13	F46B3.11;	srz-18 CELE_F46B3.11 F46B3.11	Caenorhabditis elegans
Q9XV15	F46B3.3a;	ttr-11 CELE_F46B3.3 F46B3.3	Caenorhabditis elegans
Q9XV17	F46B3.1;	CELE_F46B3.1 F46B3.1	Caenorhabditis elegans
Q9XV18	F46B3.4a;	ttr-12 CELE_F46B3.4 F46B3.4	Caenorhabditis elegans
Q9XV19	F46B3.7;	CELE_F46B3.7 F46B3.7	Caenorhabditis elegans
Q9XV20	F46B3.8;	CELE_F46B3.8 F46B3.8	Caenorhabditis elegans
Q9XV21	F46B3.9;	CELE_F46B3.9 F46B3.9	Caenorhabditis elegans
Q9XV23	F46B3.15;	CELE_F46B3.15 F46B3.15	Caenorhabditis elegans
Q9XV24	F40D4.8;	srw-51 CELE_F40D4.8 F40D4.8	Caenorhabditis elegans
Q9XV25	F40D4.11;	srh-102 CELE_F40D4.11 F40D4.11	Caenorhabditis elegans
Q9XV27	F40D4.9a;	srz-66 CELE_F40D4.9 F40D4.9	Caenorhabditis elegans
Q9XV28	F40D4.6;	srbc-25 CELE_F40D4.6 F40D4.6	Caenorhabditis elegans
Q9XV29	F40D4.1;	srh-174 CELE_F40D4.1 F40D4.1	Caenorhabditis elegans
Q9XV30	F40D4.5;	srsx-1 CELE_F40D4.5 F40D4.5	Caenorhabditis elegans
Q9XV31	F40D4.7;	srbc-26 CELE_F40D4.7 F40D4.7	Caenorhabditis elegans
Q9XV32	F40D4.12;	CELE_F40D4.12 F40D4.12	Caenorhabditis elegans
Q9XV33	F40D4.13;	CELE_F40D4.13 F40D4.13	Caenorhabditis elegans
Q9XV34	F36G9.3a;	CELE_F36G9.3 F36G9.3	Caenorhabditis elegans
Q9XV35	F36D1.1;	madf-2 CELE_F36D1.1 F36D1.1	Caenorhabditis elegans
Q9XV37	F36D1.8;	CELE_F36D1.8 F36D1.8	Caenorhabditis elegans
Q9XV38	F36D1.6;	CELE_F36D1.6 F36D1.6	Caenorhabditis elegans
Q9XV39	F36D1.5;	CELE_F36D1.5 F36D1.5	Caenorhabditis elegans
Q9XV40	F36D1.4;	CELE_F36D1.4 F36D1.4	Caenorhabditis elegans
Q9XV41	F36D1.2;	sre-22 CELE_F36D1.2 F36D1.2	Caenorhabditis elegans
Q9XV42	F36D1.3;	sru-47 CELE_F36D1.3 F36D1.3	Caenorhabditis elegans
Q9XV43	F36D1.7;	spex-2 CELE_F36D1.7 F36D1.7	Caenorhabditis elegans
Q9XV44	F33H2.7;	set-10 CELE_F33H2.7 F33H2.7	Caenorhabditis elegans
Q9XV45	F32B4.1;	CELE_F32B4.1 F32B4.1	Caenorhabditis elegans
Q9XV49	F29C12.6;	CELE_F29C12.6 F29C12.6	Caenorhabditis elegans
Q9XV50	F29C12.1a;	pqn-32 CELE_F29C12.1 F29C12.1	Caenorhabditis elegans
Q9XV51	F29C12.5;	bath-45 F29C12.5	Caenorhabditis elegans
Q9XV53	F26F2.6;	clec-263 CELE_F26F2.6 F26F2.6	Caenorhabditis elegans
Q9XV54	F26F2.5;	CELE_F26F2.5 F26F2.5	Caenorhabditis elegans
Q9XV55	F26F2.4a;	CELE_F26F2.4 F26F2.4	Caenorhabditis elegans
Q9XV56	F26F2.3;	CELE_F26F2.3 F26F2.3	Caenorhabditis elegans
Q9XV57	F26F2.2;F26F2.9;	CELE_F26F2.2 CELE_F26F2.9 F26F2.2 F26F2.9	Caenorhabditis elegans
Q9XV58	F26D2.14;	CELE_F26D2.14 F26D2.14	Caenorhabditis elegans
Q9XV59	F26D2.13;	CELE_F26D2.13 F26D2.13	Caenorhabditis elegans
Q9XV60	F26D2.12c;	clec-234 CELE_F26D2.12 F26D2.12	Caenorhabditis elegans
Q9XV61	F26D2.11;	srw-29 CELE_F26D2.11 F26D2.11	Caenorhabditis elegans
Q9XV62	F26D2.10;	CELE_F26D2.10 F26D2.10	Caenorhabditis elegans
Q9XV63	F26D2.9;	srw-48 CELE_F26D2.9 F26D2.9	Caenorhabditis elegans
Q9XV68	F25C8.4;	acs-12 CELE_F25C8.4 F25C8.4	Caenorhabditis elegans
Q9XV69	F21D9.8;	CELE_F21D9.8 F21D9.8	Caenorhabditis elegans
Q9XV71	F21D9.4a;	CELE_F21D9.4 F21D9.4	Caenorhabditis elegans
Q9XV72	F21D9.3;	CELE_F21D9.3 F21D9.3	Caenorhabditis elegans
Q9XV73	F21D9.1;	CELE_F21D9.1 F21D9.1	Caenorhabditis elegans
Q9XV76	F20E11.12;	srh-154 CELE_F20E11.12 F20E11.12	Caenorhabditis elegans
Q9XV78	F20E11.10;	srh-203 CELE_F20E11.10 F20E11.10	Caenorhabditis elegans
Q9XV82	F20E11.4;	str-200 CELE_F20E11.4 F20E11.4	Caenorhabditis elegans
Q9XV83	F20E11.1;	srz-48 CELE_F20E11.1 F20E11.1	Caenorhabditis elegans
Q9XV85	F20E11.2;	srsx-2 CELE_F20E11.2 F20E11.2	Caenorhabditis elegans
Q9XV86	F20E11.6;	srw-72 CELE_F20E11.6 F20E11.6	Caenorhabditis elegans
Q9XV87	F20E11.7;	CELE_F20E11.7 F20E11.7	Caenorhabditis elegans
Q9XV90	F16H6.3;	CELE_F16H6.3 F16H6.3	Caenorhabditis elegans
Q9XV91	F16H6.1;	clec-42 CELE_F16H6.1 F16H6.1	Caenorhabditis elegans
Q9XV92	F16H6.9;	CELE_F16H6.9 F16H6.9	Caenorhabditis elegans
Q9XV94	F16H6.7;	CELE_F16H6.7 F16H6.7	Caenorhabditis elegans
Q9XV95	F16H6.8;	CELE_F16H6.8 F16H6.8	Caenorhabditis elegans
Q9XV99	F09C6.10;	CELE_F09C6.10 F09C6.10	Caenorhabditis elegans
Q9XVA0	F08G2.8;	CELE_F08G2.8 F08G2.8	Caenorhabditis elegans
Q9XVA1	F08G2.6;	ins-37 CELE_F08G2.6 F08G2.6	Caenorhabditis elegans
Q9XVA2	F08G2.7;	CELE_F08G2.7 F08G2.7	Caenorhabditis elegans
Q9XVA3	F08G2.5;	CELE_F08G2.5 F08G2.5	Caenorhabditis elegans
Q9XVA4	F08G2.4;	F08G2.4	Caenorhabditis elegans
Q9XVA5	F01D5.10;	CELE_F01D5.10 F01D5.10	Caenorhabditis elegans
Q9XVA7	F01D5.8a;	CELE_F01D5.8 F01D5.8	Caenorhabditis elegans
Q9XVA8	F01D5.6;	CELE_F01D5.6 F01D5.6	Caenorhabditis elegans
Q9XVA9	F01D5.5;	CELE_F01D5.5 F01D5.5	Caenorhabditis elegans
Q9XVB0	F01D5.2;	CELE_F01D5.2 F01D5.2	Caenorhabditis elegans
